Timestamp,R,IR,G
28/5/2025 14:44,199237,196592,391
28/5/2025 14:44,199222,196601,406
28/5/2025 14:44,199250,196616,367
28/5/2025 14:44,199265,196608,399
28/5/2025 14:44,199421,196668,355
28/5/2025 14:44,199363,196657,401
28/5/2025 14:44,199514,196687,395
28/5/2025 14:44,199530,196705,352
28/5/2025 14:44,199648,196735,349
28/5/2025 14:44,199715,196772,373
28/5/2025 14:44,199789,196782,400
28/5/2025 14:44,199755,196805,385
28/5/2025 14:44,199889,196810,361
28/5/2025 14:44,199914,196799,395
28/5/2025 14:44,199929,196873,342
28/5/2025 14:44,199898,196870,265
28/5/2025 14:44,199998,196826,372
28/5/2025 14:44,200054,196928,364
28/5/2025 14:44,200066,196895,358
28/5/2025 14:44,200090,196932,380
28/5/2025 14:44,200179,196955,411
28/5/2025 14:44,200121,196954,350
28/5/2025 14:44,200174,196972,383
28/5/2025 14:44,200210,196973,320
28/5/2025 14:44,200329,196994,344
28/5/2025 14:44,200375,197044,294
28/5/2025 14:44,200417,196989,347
28/5/2025 14:44,200408,197109,390
28/5/2025 14:44,200526,197028,359
28/5/2025 14:44,200534,197091,361
28/5/2025 14:44,200532,197057,351
28/5/2025 14:44,200491,197120,369
28/5/2025 14:44,200596,197097,387
28/5/2025 14:44,200684,197166,334
28/5/2025 14:44,200707,197112,416
28/5/2025 14:44,200721,197125,344
28/5/2025 14:44,200658,197174,335
28/5/2025 14:44,200800,197170,398
28/5/2025 14:44,200745,197146,305
28/5/2025 14:44,200781,197222,413
28/5/2025 14:44,200734,197199,359
28/5/2025 14:44,200740,197162,437
28/5/2025 14:44,200741,197157,367
28/5/2025 14:44,200774,197181,381
28/5/2025 14:44,200690,197210,357
28/5/2025 14:44,200824,197181,325
28/5/2025 14:44,200788,197238,336
28/5/2025 14:44,200777,197240,323
28/5/2025 14:44,200698,197163,369
28/5/2025 14:44,200341,196951,398
28/5/2025 14:44,199936,196772,398
28/5/2025 14:44,199422,196590,323
28/5/2025 14:44,198951,196448,349
28/5/2025 14:44,198593,196305,369
28/5/2025 14:44,198410,196176,405
28/5/2025 14:44,198309,196143,414
28/5/2025 14:44,198093,196106,388
28/5/2025 14:44,198104,196135,285
28/5/2025 14:44,198189,196151,380
28/5/2025 14:44,198278,196212,299
28/5/2025 14:44,198229,196197,331
28/5/2025 14:44,198332,196233,376
28/5/2025 14:44,198420,196292,376
28/5/2025 14:44,198421,196267,368
28/5/2025 14:44,198509,196259,388
28/5/2025 14:44,198573,196304,381
28/5/2025 14:44,198611,196319,404
